name,alias,part,age,infection,insurance,department,checklist,symptom,complication,treatment,drug,period,rate,money,,,,,
帕金森病性痴呆,震颤麻痹性痴呆,颅脑,帕金森病患者,无传染性,非医保疾病,神经内科,脑电图 颅脑MRI 颅脑CT SPECT显像 正电子发射计算机断层扫描 [详细],震颤性肌强直，运动徐缓 震颤 舌震颤 手部震颤 手震颤 [详细],暂无相关资料,药物治疗 [详细],盐酸苯海索片 恩他卡朋片 胞磷胆碱钠胶囊 [详细],2-4年,80%(一般有效缓解在80%维持不在发展),市三甲医院约（10000 —— 30000元）,,,,,
外阴前庭炎,外阴前庭炎症,外阴,性生活活跃的妇女,无传染性,非医保疾病,妇科,外阴部妇科常规检查 棉签试验 [详细],外阴压痛 尿频 尿痛 性交疼痛 尿后滴沥 [详细],阴道痉挛 [详细],中药、西药 [详细],妇科千金片 合成鱼腥草素片 金刚藤颗粒 [详细],6-8周,60-80%,,,,,,
糖尿病并结核病,,免疫系统,中老年,无传染性,非医保疾病,内分泌科 传染科,结核杆菌检查 胸透 痰液细菌涂片 肝功能 尿常规 [详细],消瘦 乏力 纳差 咳嗽 [详细],暂无相关资料,暂无相关资料,利福平异烟肼片 [详细],,暂无相关资料,暂无相关资料,,,,,
股骨骨折,,下肢骨,意外受伤人群,无传染性,医保疾病,骨科,骨骼视诊 克利曼征 尼拉通线测量 [详细],关节疼痛 [详细],股骨干骨折 股骨颈骨折 股骨髁上骨折 股骨转子下骨折 股骨头骨折 [详细],,髋部联合加压交... 金属髓内钉 直型接骨板 [详细],,暂无相关资料,,,,,,
先天性青光眼,"水眼,发育性光眼",眼,儿童,无传染性,医保疾病,眼科,眼压计测量法 瞳孔检查 眼底检查 眼球及眼眶检查法 瞳孔外观 [详细],畏光 高眼压 角膜混浊 视力障碍 眼压升高 [详细],青光眼 虹膜睫状体炎 恶性青光眼 [详细],手术治疗、西药治疗 [详细],硝酸毛果芸香碱... 麝珠明目滴眼液 马来酸噻吗洛尔... [详细],延误治疗，比如2岁后才手术，即使眼压控制,一般在正规综合三甲医院的典型病例治愈率（,,,,,,
肝母细胞瘤,"肝胚胎瘤,肝胚细胞瘤,婴幼儿肝细胞癌,肝毒细胞瘤",肝,儿童多见,无传染性,医保疾病,肿瘤科 肝胆外科,MRI 血红蛋白 血小板计数 红细胞检查 肝功能 [详细],食欲异常 上腹部包块 厌食 腹胀 体重减轻 [详细],腭裂 巨舌 脐疝 [详细],手术切除、化疗、放疗、免疫、肝移植治疗、药物治疗 [详细],注射用异环磷酰... 鸦胆子油口服乳... 注射用氟尿嘧啶 [详细],30天,10%,,,,,,
包涵体性结膜炎,"游泳结膜炎,新生儿包涵体性脓漏眼，副沙眼",眼,所有人群,有传染性,医保疾病,眼科 传染科,结膜的检查 角膜病灶刮片 涂片 [详细],角膜溃疡 脓性分泌物 眼部感染 结膜异物 结膜充血 [详细],结膜炎 [详细],西药治疗、局部治疗、手术治疗 [详细],维生素B2片 酮咯酸氨丁三醇... 复方硫酸新霉素... [详细],1-3个月,70%,不同医院收费标准不一致，市三甲医院约6000--10000元;,,,,,
着色性干皮病,着色性皮萎缩或萎缩性着色血管瘤,皮肤,近亲结婚孩子,无传染性,医保疾病,皮肤科,皮损 [详细],结痂 雀斑 色素脱失 皮肤干燥 色素异常 [详细],,药物治疗 [详细],维生素A软胶囊 [详细],3-6个月,以改善症状治疗为主，治愈率40%,,,,,,
卵巢纤维瘤,,卵巢,多发生于40岁以上的中老年妇女,无传染性,医保疾病,妇科 肿瘤科,肿瘤标志物 [详细],肚子疼 月经失调 绝经后出血 盆腔包块 腹水 [详细],肠扭转 [详细],手术治疗、支持治疗、药物治疗 [详细],平消胶囊 复方环磷酰胺片 平消片 [详细],7天,98.10%,,,,,,
喘证,气喘、喘逆、喘促,胸部,所有人群,无传染性,非医保疾病,中医科 呼吸内科,,呼吸急促 呼吸困难 张口抬肩 鼻翼扇动 气喘 [详细],社会获得性肺炎 慢性嗜酸性粒细胞性肺炎 免疫缺陷性肺炎 老年人终末期肺炎 恙虫病性肺炎 [详细],药物治疗 [详细],麻杏止咳片 肺宁口服液 [详细],3个月,70%,,,,,,
急性额窦炎,,鼻,所有人群,无传染性,医保疾病,耳鼻喉科,鼻窦检查 鼻嗅觉功能 鼻腔内镜 鼻咽部MRI 耳鼻咽喉CT [详细],头痛 眼睑浮肿 带血粘脓鼻涕 鼻塞及反射性头痛 清晨或上午头痛 [详细],,药物治疗 [详细],应该如何用药？用什么药？ [详细],,100%,,,,,,
颅骨缺损,,头部 颅骨,所有人群,无传染性,医保疾病,脑外科,头颅平片 颅脑CT 颅脑MRI [详细],反应迟钝 头昏 忧郁 头痛 胀痛 [详细],脑萎缩 [详细],手术治疗 [详细],接骨续筋片 胞磷胆碱钠片 丙烯酸树脂骨水... [详细],1-3个月,1%,,,,,,
眼部肿瘤,,眼,5岁以下,无传染性,非医保疾病,眼科 肿瘤科,眼底镜检查法 眼及眶区CT 视力 视野检查 MRI [详细],视力障碍 瞳孔异常 眼底改变 假性前房积脓 结节 [详细],眼部毛细血管瘤 眼部神经纤维瘤病 [详细],暂无相关资料,>> 应该如何用药？用什么药？ [详细],,暂无相关资料,暂无相关资料,,,,,
直肠损伤,,肠,所有人群,无传染性,医保疾病,消化内科 肛肠外科,直肠镜 腹部平片 内镜检查 乙状结肠镜检查 直肠指检 [详细],直肠疼痛 恶心与呕吐 肚子疼 肠出血 蜂窝组织炎 [详细],,药物治疗、手术治疗 [详细],替硝唑片 替硝唑胶囊 加替沙星胶囊 [详细],7-10天,80%,,,,,,
侏儒症,"垂体性矮小病,垂体性侏儒症,矮小症",颅脑,小孩发育不正常,无传染性,非医保疾病,内分泌科 儿科,激发试验 生长激素激发试验 胰高糖素激发试验 血清生长激素 [详细],异常矮小 囟门闭合晚 先天性骨发育不良 [详细],暂无相关资料,激素替代治疗 [详细],氨肽素硫酸锌片 氨肽素硫酸锌片 氨肽素硫酸锌片 [详细],1-3个月,5%,不同医院收费标准不一致，市三甲医院约（5000 —— 10000元）,,,,,
面神经炎,"贝耳麻痹,贝耳氏麻痹,特发性面神经瘫痪,特发性面神经麻痹,原发性面神经麻痹,原发性面神经瘫痪,原发性面瘫,自发性面神经麻痹,自发性面神经瘫痪,自发性面瘫",周围神经系统 面部,所有人群,无传染性,非医保疾病,神经内科,眼底检查 脑电图 血液电解质 颅底片 MRI [详细],注意力不集中 乏力 疲劳 抽风 眼睑闭合不全 [详细],智能障碍 褥疮 [详细],对症治疗 [详细],泼尼松 地塞米松 羟乙基淀粉 [详细],3个月,50%,,,,,,
骨蒸,,全身,慢性热病后期患者、结核病患者,无传染性,非医保疾病,中医科 骨科,结核杆菌检查 痰液细菌培养 [详细],结节 骨蒸潮热 烦躁不安 盗汗 遗精 [详细],食管结核 颈淋巴结结核 阴茎结核 十二指肠结核 肝结核 [详细],中医药物治疗 [详细],六味地黄丸 六味地黄丸 定坤丹 [详细],3--6个月以上,60--75%,市三甲医院约（3000-5000元）,,,,,
原发性阅读癫痫,,颅脑,发病年龄为12-25岁，男性患者为女性的1.8倍。,无传染性,非医保疾病,神经内科,神经系统检查 [详细],肌阵挛 咽喉痉挛 咀嚼肌痉挛 [详细],,,应该如何用药？用什么药？ [详细],,暂无相关资料,,,,,,
寻常狼疮,"流皮漏,皮肤结核性软性结节,威蓝病,威蓝氏病,寻常性狼疮",皮肤,儿童和少年,无传染性,医保疾病,皮肤科 传染科,狼疮带试验 PPD试验 浆细胞 [详细],挛缩性瘢痕 结节 结痂 乏力 溃疡 [详细],疖 丹毒 [详细],药物治疗 [详细],外用紫金锭 维A酸乳膏 西黄丸 [详细],2-4月,40%,市三甲医院约（1000-5000元）,,,,,
成人骨坏死,,全身 骨,成年人,无传染性,非医保疾病,骨科,MRI [详细],创伤 骨硬化 [详细],髋关节脱位 [详细],手术治疗、药物治疗、饮食治疗 [详细],仙灵骨葆胶囊 美洛昔康片 骨痛灵酊 [详细],4-6个月,20%,,,,,,
颧骨骨折,,头部 其他骨,均可发病,无传染性,医保疾病,骨科,普通透视检查 一般摄片检查 [详细],眼球移位 瘀斑 复视 颧骨额骨下陷 颧面部塌陷 [详细],眼球突出症 眼球后退综合征 [详细],手术治疗 [详细],复方骨肽注射液 复方骨肽注射液 复方三七胶囊 [详细],2--3个月,80%,,,,,,
楔状缺损,刷牙磨损,口,所有人群,无传染性,非医保疾病,口腔科,牙髓冷热诊 [详细],牙龈萎缩 牙体损伤 牙齿异常 [详细],牙髓炎 根尖周病 [详细],口腔修复治疗 支持性治疗 [详细],四维他胶囊 度米芬含片 金喉健喷雾剂 [详细],1-3个月,85%,,,,,,
性交晕厥,血管抑制性晕厥,其他,青年人群,无传染性,非医保疾病,中医科,暂无相关资料,心率过缓 瞳孔异常 抽搐 头痛 嗜睡 [详细],位置性眩晕 气虚眩晕 老年人颈性眩晕 中央晕轮状脉络膜萎缩 晕动病 [详细],药物治疗 [详细],>> 应该如何用药？用什么药？ [详细],3-6周,90%,市三甲医院约5000--10000元,,,,,
胃平滑肌瘤,,胃,所有人群,无传染性,医保疾病,胃肠外科 肿瘤科,真菌组织病理学 上消化道X线钡餐 电子胃镜 [详细],肚子疼 腹胀 周身不适 下腹部包块 上腹部包块 [详细],幽门梗阻 贫血 [详细],手术治疗、药物治疗 [详细],和胃平肝丸 注射用去甲斑蝥... [详细],,80%,,,,,,
老年人肾病综合征,"老年人肾病变综合征,老年人肾病综合症,老年肾病综合征",肾 血液血管,老年人,无传染性,非医保疾病,肾内科 老年科,尿常规 肾功能 尿纤维蛋白降解产物 蛋白电泳 血清补体C3 [详细],面部水肿 蛋白尿 尿钠排出量极低 血浆白蛋白降低 心包积液体征 [详细],肺栓塞 肺水肿 [详细],对症治疗、利尿消肿治疗 [详细],环孢素软胶囊 环孢素软胶囊 环孢素软胶囊 [详细],1-2个月,10%,市三甲医院约（5000 —— 30000元）,,,,,
中枢神经系统白血病,脑白,脊髓 颅脑,所有人群,无传染性,医保疾病,血液科,颅脑CT 颅脑MRI 脑脊液细胞学检查 脑脊液纤维连接蛋白 [详细],头痛 颈强直 血小板减少 凝血障碍 颅内出血 [详细],,病因治疗、对症治疗 暂无 [详细],醋酸泼尼松片 硫唑嘌呤片 甲氨蝶呤 [详细],3-6月,30%,,,,,,
产后虚羸,,全身,产妇,无传染性,非医保疾病,中医科,,产后极度虚弱 脾胃虚寒 脾气虚 气血不足 气虚体质 [详细],新生儿泪囊炎 脑血管瘤 急性失血所致贫血 脑囊虫病 垂体性侏儒症 [详细],中医药物治疗、西医药物治疗 [详细],生乳汁 [详细],1-3个月,90%,,,,,,
急性播散性脑脊髓炎,"感染后脑脊髓炎,预防接种后脑脊髓炎",脊髓,儿童人群,有传染性,医保疾病,神经内科,脑电图 颅脑MRI 白细胞数 血沉方程K值 脑脊液蛋白 脑脊液免疫球蛋白 颅脑CT [详细],抽搐 放射性疼痛 不自主运动 烦躁不安 高热 [详细],褥疮 尿路感染 多重肺部感染 [详细],药物治疗 [详细],单唾液酸四己糖... [详细],1-3个月,40%,不同医院收费标准不一致，市三甲医院约（5000-10000元）;,,,,,
溃疡病穿孔,,胃 肠,胃肠溃疡病患者,无传染性,非医保疾病,胃肠外科,腹部平片 胃超声检查 药物迷走神经阻滞试验 胃食管反流测定和显像 双气囊小肠镜 [详细],持续性疼痛 焦虑 胃疼 面色苍白 冷汗 [详细],休克 急性腹膜炎 [详细],西药治疗、手术治疗 [详细],康复新液 胃痛宁片 奥美拉唑肠溶胶... [详细],3-7周,98%,市三甲医院约20000--30000元,,,,,
肠系膜上动脉栓塞,,肠系膜 血液血管,多见于风心病、冠心病、感染性心内膜炎、近期心梗患者,无传染性,非医保疾病,血管外科 普外科,腹部平片 酶学检查 腹腔穿刺术 [详细],移动性浊音 腹肌紧张 肠鸣 循环衰竭 腹部压痛 [详细],休克 [详细],药物治疗、手术治疗 [详细],小儿肠胃康颗粒 小儿肠胃康颗粒 注射用尿激酶 [详细],一个月,70%,不同医院收费标准不一致，市三甲医院约（10000 —— 50000元）,,,,,
胆源性慢性胰腺炎,胆源性慢性复发性胰腺炎,胰腺 胆,所有人群,无传染性,非医保疾病,肝胆外科,胰腺CT 葡萄糖耐量试验 腹部平片 血清胰泌素 胃钡餐造影 [详细],胆囊收缩功能不良 胰腺内钙化 食欲不振 腹水 肝脾肿大 [详细],黄疸 肝硬化 [详细],药物治疗 [详细],肠内营养混悬液... [详细],8-12周,60%,市三甲医院约（3000 —— 8000元）,,,,,
粉刺样痣,黑头粉刺痣、单侧性黑头粉刺痣、角化性毛囊痣,皮肤,大都出生即有或10岁以前发生,无传染性,非医保疾病,皮肤科,皮损 [详细],囊肿 脓肿 丘疹 双眉间长痘 黑头粉刺 [详细],鱼鳞病 [详细],药物治疗 [详细],维A酸乳膏 [详细],2-4周,60%,,,,,,
汗腺癌,"恶性结节性汗腺瘤,恶性透明细胞汗腺瘤,恶性透明细胞末端螺旋腺瘤",面部 阴囊,多见于中、老年人,无传染性,医保疾病,肿瘤科 皮肤科,细胞组织化学染色 涂片 [详细],结节 溃疡 皮肤粘连 毛细血管扩张 溃疡外观呈菜花样 [详细],肺转移瘤 [详细],中医药物治疗、西医药物治疗、放疗、化疗、手术治疗 [详细],抗癌平丸 塞替派注射液 塞替派 [详细],30天,10%,,,,,,
黄斑囊样水肿,,眼,患有视网膜静脉阻塞、糖尿病性视网膜病变、视网膜血管炎等患者,无传染性,非医保疾病,眼科,裂隙灯 间接检眼镜检查法 三面镜 前置镜 OCT [详细],视力障碍 视网膜水肿 眼底改变 糖尿 [详细],黄斑病变 黄斑裂孔性视网膜脱离 [详细],药物治疗 [详细],双氯芬酸钠滴眼... 双氯芬酸钠滴眼... 左氧氟沙星滴眼... [详细],3-6个月,70%,,,,,,
功能性下丘脑性闭经,功能失调性下丘脑性闭经,颅脑,青年女性,无传染性,非医保疾病,内分泌科,血清卵泡刺激素 雌激素试验 盆腔和阴道B超 内分泌检查 卵巢功能检查 [详细],食欲不振 神经性厌食 假孕 继发性闭经 青春前期闭经 [详细],营养不良 [详细],病因治疗、对症治疗 [详细],黄体酮注射液 [详细],3-6个月,80%,,,,,,
黑热病,内脏利什曼病,全身,所有人群,有传染性,非医保疾病,传染科,涂片 皮肤涂片显微镜检查 血常规 补体结合试验 胸部B超 直接涂片检查 [详细],脾肿大 丘疹 嗜酸性粒细胞增多 牙龈出血 不规则热 [详细],细菌性痢疾 粒细胞缺乏症 出血性疾病 肺炎 [详细],药物治疗 [详细],去痛片 复方锌布颗粒剂 对乙酰氨基酚泡... [详细],10天,30%,不同医院收费标准不一致，市三甲医院约（3000 —— 5000元）;,,,,,
盆腔炎症性不孕症,,女性生殖 盆腔,中年妇女,无传染性,非医保疾病,妇科 中医科,盆腔充气造影 不孕不育检查 生育镜 后穹窿穿刺术 [详细],月经期间腰疼 双侧下腹坠痛 良性反应性改变 肚子疼 下腹坠胀 [详细],颅咽管瘤 新生儿泪囊炎 脑囊虫病 垂体性侏儒症 脑血管瘤 [详细],中医药物治疗、西医药物治疗 [详细],注射用阿奇霉素 注射用乳糖酸阿... 注射用乳糖酸阿... [详细],6-8月,75%,,,,,,
痧气,痧胀,腹部,所有人群均可发病,无传染性,非医保疾病,中医科,,惊厥 皮肤黑斑 头痛 胀痛 指甲呈现黑色 [详细],气胀 晶状体膨胀所致青光眼 小儿腹胀 [详细],中药治疗 [详细],痧气丸 痧气丸 克痢痧胶囊 [详细],3-7天,95%,,,,,,
软骨肉瘤,,骨,多发于30～70岁,无传染性,医保疾病,肿瘤科 骨科,四肢的骨和关节平片 关节检查 骨关节及软组织CT 骨与关节MRI [详细],放射性疼痛 关节疼痛 关节肿胀 骨痛 纤维结构不良 [详细],骨折 [详细],药物、放射、化学、手术治疗 [详细],注射用盐酸多柔... 转移因子口服溶... 转移因子口服溶... [详细],30天,1.50%,,,,,,
两性畸形,,女性生殖 男性生殖,所有人群,无传染性,医保疾病,生殖健康,,,非肾上腺素增生性假两性畸形 男性假两性畸形 真两性畸形 小儿两性畸形 [详细],手术治疗 [详细],应该如何用药？用什么药？ [详细],3-6个月,外科手术治愈率约为40-50%，具体应根据畸形,,,,,,
积滞,,腹部,儿童,无传染性,非医保疾病,中医科,儿童生长发育检测 胃部检查 [详细],胃肠道功能不好 食欲不振 消化不良 腹胀 [详细],脑囊虫病 垂体性侏儒症 脑血管瘤 残胃平滑肌肉瘤 副鼻窦炎 [详细],中医药物治疗、西医药物治疗 [详细],小儿化食丸 山麦健脾口服液 九制大黄丸 [详细],1-2周,85%,市三甲医院约（500 —— 2000元）,,,,,
无痛性心肌梗死,无痛性心肌梗塞,心脏 血液血管,老年人多见,无传染性,非医保疾病,心血管内科,多普勒超声心动图 血沉方程K值 血清甘油三酯 血清肌酸激酶 [详细],肚子疼 下腹痛 胸闷 恶心 心悸 [详细],心力衰竭 [详细],药物治疗 [详细],注射用前列地尔 复方乙酰水杨酸... 注射用尿激酶 [详细],7-14天,30%,,,,,,
子宫内膜间质肉瘤,"子宫淋巴管内间质肌病,子宫淋巴管内间质异位症,子宫内膜间质异位症",子宫,好发年龄在55岁左右女性,无传染性,医保疾病,妇科,肿瘤标志物 阴道镜 B超 [详细],阴道不规则出血 月经量多 肚子疼 腹胀 下腹疼痛 [详细],贫血 子宫炎 [详细],手术治疗、放疗、化疗 [详细],平消胶囊 醋酸甲羟孕酮片 复方环磷酰胺片 [详细],,8%,,,,,,
